FPM NO,ALL CTS,ALL DT,ALL AVG DT,ALL STD DT,GTI GOOD CTS,GTI DT,GTI DT STD,GTI GOOD CTS DT,GTI GOOD CTS STD,LC FRAC DT,LOWE CTS,LOWE DT,LOWE AVG DT,LOWE DT STD,MEDE CTS,MEDE DT,MEDE AVG DT,MEDE DT STD,HIGHE CTS,HIGHE DT,HIGHE AVG DT,HIGHE DT STD
0,6864136.0,156.4435738950001,2.279144438498889e-05,5.072271043943174e-06,0.0,0.4946380291999999,3.5623745266885926e-06,0.0,,0.00044881699553686,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
1,2957034.0,68.7308288254,2.3243164882581666e-05,5.716877600723584e-06,1306.0,0.4833745769999999,3.6812100949242662e-06,0.029664165999999992,1.3899015313733545e-06,0.000438596938692559,793.0,0.017987970699999994,2.2683443505674646e-05,1.3807821510422603e-06,510.0,0.011608283399999995,2.276133999999999e-05,1.406680557786629e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
2,2726642.0,62.43585092220001,2.2898440984258296e-05,6.1221555621438965e-06,1322.0,0.49062502509999995,3.84661445974931e-06,0.02992464999999999,1.981831484072557e-06,0.0004451757380173925,785.0,0.017714462499999993,2.2566194267515913e-05,2.3937156790399705e-06,536.0,0.012187550199999996,2.273796679104477e-05,1.1304895200825918e-06,1.0,2.2637299999999998e-05,2.2637299999999998e-05,0.0
3,3092392.0,73.79171292219999,2.3862341165738363e-05,5.777574275060061e-06,1227.0,0.25971619239999993,3.4910324495193248e-06,0.02779705389999999,1.7036990438080583e-06,0.0002356572569920814,733.0,0.016516236099999995,2.2532382128240103e-05,1.4014933248936746e-06,486.0,0.011099719399999996,2.2838928806584355e-05,2.075859531668645e-06,8.0,0.00018109839999999998,2.2637299999999998e-05,0.0
4,2199640.0,51.90069027920003,2.359508386790567e-05,6.2602351848676094e-06,1302.0,0.4944225096999999,3.7263990977377945e-06,0.02879898699999999,2.3602639408589737e-06,0.0004486214407902384,822.0,0.017847495399999996,2.171228150851581e-05,2.5508694169507107e-06,480.0,0.010951491599999995,2.281560749999999e-05,1.7886447303597637e-06,0.0,0.0,,
5,2289417.0,53.21427480950001,2.324359206273912e-05,6.548903421964058e-06,1210.0,0.5505673551,3.869231597064252e-06,0.027322290799999992,1.5305163480411798e-06,0.0004995652812144465,715.0,0.016059148699999998,2.246034783216783e-05,1.8274582022155664e-06,492.0,0.011195230199999996,2.275453292682926e-05,9.25421720418935e-07,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
6,2360392.0,56.345080071,2.387106890338554e-05,6.429946642459982e-06,1208.0,0.4900550612999999,3.4362776762329065e-06,0.027195769999999994,2.0137550085923627e-06,0.0004446585730903558,747.0,0.016665084099999995,2.230934953145916e-05,1.9685994217946948e-06,461.0,0.010530685899999996,2.284313644251626e-05,2.042156579044741e-06,0.0,0.0,,
7,2695024.0,63.289164875999965,2.3483711045244855e-05,6.795329419176761e-06,1257.0,0.4735406857999999,3.6335439844266246e-06,0.028416633699999992,8.347186172784261e-07,0.0004296740147718918,780.0,0.017600035599999994,2.25641482051282e-05,1.0086714482410899e-06,477.0,0.010816598099999996,2.2676306289308167e-05,4.0570291311878104e-07,0.0,0.0,,
10,16344837.0,316.98032607430014,1.939329991937516e-05,5.891788355757451e-06,0.0,0.48794203989999985,3.5322534554486965e-06,0.0,,0.0004427412924522558,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
11,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
