FPM NO,ALL CTS,ALL DT,ALL AVG DT,ALL STD DT,GTI GOOD CTS,GTI DT,GTI DT STD,GTI GOOD CTS DT,GTI GOOD CTS STD,LC FRAC DT,LOWE CTS,LOWE DT,LOWE AVG DT,LOWE DT STD,MEDE CTS,MEDE DT,MEDE AVG DT,MEDE DT STD,HIGHE CTS,HIGHE DT,HIGHE AVG DT,HIGHE DT STD
23,2953882.0,68.35451565319994,2.31405708329581e-05,5.340142180956746e-06,4735.0,1.1194786756999997,3.5738095659944995e-06,0.10722048609999996,1.5031110116174536e-06,0.0004757248510651453,2894.0,0.06536970019999999,2.2588009744298546e-05,1.6871311602894924e-06,1833.0,0.04166968749999998,2.273305373704309e-05,1.153013432892431e-06,8.0,0.00018109839999999998,2.2637299999999998e-05,0.0
24,3541778.0,82.0904478702,2.3177750799231344e-05,5.503704684218588e-06,4350.0,1.1266246200999999,3.5882087845574454e-06,0.09823161739999997,1.423291700470407e-06,0.00047876153538008696,2708.0,0.060945193399999986,2.2505610561299848e-05,1.6348637461213125e-06,1635.0,0.03711493869999999,2.2700268318042805e-05,9.13508150210408e-07,7.0,0.00017148529999999997,2.4497899999999995e-05,4.557520615422384e-06
25,2953055.0,68.56391160850004,2.3217959573560274e-05,5.899405651178822e-06,4425.0,1.0087850695999996,3.7143170201208403e-06,0.10002182469999997,1.3306084922862725e-06,0.00042868536704562273,2763.0,0.06228823649999998,2.2543697611292068e-05,1.5117356433911252e-06,1657.0,0.037620401699999986,2.270392377791188e-05,9.493960473073495e-07,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
26,3189648.0,72.54229707480005,2.2743041575371342e-05,6.3608077148538625e-06,4180.0,1.1409571319999998,3.7161257298541784e-06,0.09452406179999998,1.258327422814263e-06,0.0004848521668829635,2572.0,0.05803707559999999,2.2564959409020212e-05,1.4765911582955949e-06,1600.0,0.03630464739999999,2.269040462499999e-05,7.880551622054194e-07,8.0,0.0001823388,2.279235e-05,4.1022374078056563e-07
27,2349052.0,54.32495842899994,2.312633284788925e-05,6.568257482670724e-06,4275.0,1.2347341628999997,3.7768811181776665e-06,0.09676205349999997,1.36980079105734e-06,0.0005247029161885172,2655.0,0.05997489049999998,2.258941261770244e-05,1.566369785113496e-06,1612.0,0.03660420399999999,2.2707322580645153e-05,9.613871449719984e-07,8.0,0.00018295899999999998,2.2869874999999998e-05,6.153356111708473e-07
30,1486282.0,34.936568686600026,2.3506016144042668e-05,6.348120335103364e-06,0.0,1.0405510933999997,3.7311819535375013e-06,0.0,-0.01,0.0004421844066157491,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
31,1383416.0,32.84775307239999,2.374394475154255e-05,6.440096782568898e-06,0.0,0.9983545459999997,3.702534936545676e-06,0.0,-0.01,0.00042425289379369706,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
32,3820328.0,86.97694847240004,2.2766879826130122e-05,6.892631810939084e-06,0.0,1.1728022312999997,3.743511575559668e-06,0.0,-0.01,0.0004983848097554812,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
33,1328150.0,31.4119311534,2.3650891204607913e-05,6.87780986827763e-06,0.0,1.5335310179,3.56560135806392e-06,0.0,-0.01,0.0006516772770486978,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
34,19327943.0,364.226602033699,1.8844561060310402e-05,6.244051250250077e-06,0.0,1.1345566679999999,3.72154365497397e-06,0.0,-0.01,0.0004821322760540972,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
35,1215998.0,29.364579630399987,2.4148542703524172e-05,7.833087880680991e-06,0.0,1.1289081964999998,3.73284451174148e-06,0.0,-0.01,0.0004797319460420914,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
36,1376822.0,32.95169735200001,2.3933157192433016e-05,8.026113994418098e-06,0.0,1.120149422,3.7259446166701223e-06,0.0,-0.01,0.0004760098861360193,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
37,659131.0,15.478509087299999,2.3483206050542302e-05,7.728671522602552e-06,0.0,1.2115501565999998,3.858198804425132e-06,0.0,-0.01,0.0005148508232602938,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
40,565264.0,12.614995761199998,2.231699836041212e-05,4.894814839308308e-06,0.0,1.5677437306999997,3.693409265415279e-06,0.0,-0.01,0.0006662160423281145,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
41,907152.0,20.242003872999987,2.2313795122537335e-05,5.289624131832731e-06,0.0,1.2543213193,3.883748258416932e-06,0.0,-0.01,0.0005330265200797243,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
42,839812.0,19.035482297999994,2.2666361397550875e-05,5.169141228826053e-06,0.0,1.2358775015999999,3.8032343250292575e-06,0.0,-0.01,0.0005251887804078016,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
43,24678596.0,423.2714372026001,1.7151358091951425e-05,4.087621945303997e-06,0.0,1.2196363241999997,3.674957872305358e-06,0.0,-0.01,0.0005182870574295534,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
44,1371187.0,31.56860080569999,2.302282679583455e-05,5.6952720541667935e-06,0.0,1.1138754787999998,3.5850900680116875e-06,0.0,-0.01,0.0004733437605909794,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
45,738752.0,17.014547573799994,2.3031474126364455e-05,5.48662708115775e-06,0.0,1.0515937543999998,3.646513059728983e-06,0.0,-0.01,0.0004468770089614821,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
46,986728.0,22.655350300800002,2.296007643524862e-05,5.635749486623942e-06,0.0,1.0996682472999997,3.715192282510569e-06,0.0,-0.01,0.00046730636726130347,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
47,564315.0,12.593533430099997,2.231649598203131e-05,5.5752732887389874e-06,0.0,1.248611448,3.879173943622873e-06,0.0,-0.01,0.0005306000980917438,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
50,2585326.0,59.71143512179998,2.309628848423757e-05,5.3634425396371064e-06,4408.0,1.0137910138999995,3.543441233279895e-06,0.09984537779999997,1.4779131114466721e-06,0.00043081265375349034,2728.0,0.06164477899999998,2.2597059750733133e-05,1.6403584981107875e-06,1674.0,0.03805237099999998,2.273140442054957e-05,1.1241235802597998e-06,6.0,0.0001482278,2.470463333333333e-05,4.622697865484568e-06
51,3064073.0,70.55842519249991,2.3027658020060198e-05,5.593855876019613e-06,4255.0,1.0786105966999997,3.605914661330103e-06,0.09641102029999997,1.3741094615629587e-06,0.00045835787372327077,2642.0,0.05972091859999998,2.2604435503406503e-05,1.434825174764664e-06,1604.0,0.036486365999999985,2.2747110972568568e-05,1.2669608983644058e-06,9.0,0.00020373569999999997,2.2637299999999998e-05,0.0
52,4142019.0,95.37354074709998,2.3025857859922896e-05,5.705768165119004e-06,4365.0,1.1126056192999998,3.771888113240201e-06,0.09857117689999997,1.6594388430230225e-06,0.00047280413108786854,2715.0,0.06106086069999998,2.2490188103130748e-05,1.9181231536752516e-06,1646.0,0.037419766999999986,2.27337588092345e-05,1.0940683719139303e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
53,3543445.0,81.86395300090005,2.310292751853071e-05,6.1483218259997665e-06,4302.0,1.0437041901999997,3.7571851998819256e-06,0.09747993499999998,1.3621100481980095e-06,0.00044352432182640373,2655.0,0.05997613089999999,2.258987981167608e-05,1.2929823438987335e-06,1639.0,0.037314022899999987,2.2766334899328852e-05,1.4479933394762693e-06,8.0,0.0001897812,2.372265e-05,2.8715661854639557e-06
54,2913777.0,68.38199020310002,2.3468505037653882e-05,6.348368596081529e-06,4259.0,1.1251938187,3.6854085284865386e-06,0.09629690349999998,1.5727407007469164e-06,0.0004781535132732852,2586.0,0.05820701039999998,2.2508511368909506e-05,1.690873074793087e-06,1664.0,0.03788615739999998,2.2768123437499987e-05,1.35893989859167e-06,10.0,0.00022637299999999996,2.2637299999999994e-05,3.3881317890172014e-21
55,1584194.0,37.4792075882,2.3658218367321173e-05,6.630250422080159e-06,4023.0,1.1486956775,3.5902434891722484e-06,0.09117219089999996,1.791517207561897e-06,0.00048814067829935687,2499.0,0.056535261299999987,2.26231537815126e-05,2.009072535557131e-06,1518.0,0.03450110579999999,2.2728001185770744e-05,1.361689970416244e-06,6.0,0.00013582379999999998,2.2637299999999998e-05,0.0
56,1336840.0,31.228663293800007,2.3360060511205537e-05,6.908469226253871e-06,4315.0,1.1746938412999999,3.8112575662166844e-06,0.09763963649999996,1.6832389820573922e-06,0.000499188653459749,2681.0,0.060431977899999975,2.2540834725848556e-05,1.7133167394963785e-06,1630.0,0.03711710939999999,2.2771232760736188e-05,1.624561859919737e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
57,959189.0,21.90963143390001,2.2841829330715854e-05,7.085852887510391e-06,4403.0,1.2802841317,3.912931552548587e-06,0.09943945689999997,1.1906314796816672e-06,0.0005440594725872825,2691.0,0.06065400949999998,2.2539579895949455e-05,1.4714347261951951e-06,1708.0,0.03869489819999999,2.2655092622950812e-05,4.847900192170466e-07,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
60,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
61,4289754.0,97.87580307819998,2.281618085284144e-05,5.235102146902535e-06,4330.0,1.1254121290999997,3.7030001857208904e-06,0.09782042479999997,1.6679889323185831e-06,0.00047824628474341693,2726.0,0.06136444859999998,2.251080286133528e-05,1.5984065718231011e-06,1597.0,0.03629751509999998,2.2728562993112074e-05,1.7755091205366668e-06,7.0,0.00015846109999999997,2.2637299999999994e-05,3.3881317890172014e-21
62,3230126.0,75.66442480799998,2.3424604739257844e-05,5.39211594987872e-06,4504.0,1.0659002178999997,3.6442078659854494e-06,0.10083521699999998,1.8687710750139763e-06,0.00045295657114121783,2810.0,0.06231397479999998,2.2175791743772235e-05,2.1487871155697563e-06,1684.0,0.038294869199999984,2.274042114014251e-05,1.198388932541771e-06,10.0,0.00022637299999999996,2.2637299999999994e-05,3.3881317890172014e-21
63,3554136.0,82.25817041680001,2.314435081178661e-05,5.794148832604892e-06,4556.0,1.2310253668999998,3.652722111587646e-06,0.10288435779999996,1.3854388589084041e-06,0.0005231268554175269,2819.0,0.06341141869999999,2.249429538843561e-05,1.547565591625483e-06,1727.0,0.039246566099999984,2.272528436595251e-05,1.058894491398022e-06,10.0,0.00022637299999999996,2.2637299999999994e-05,3.3881317890172014e-21
64,2451964.0,56.289928786000004,2.295707799380415e-05,6.346693750438903e-06,4250.0,1.4487106053,3.8744599242138875e-06,0.09604231139999997,1.35074344615622e-06,0.0006156326617940233,2552.0,0.05748385719999998,2.2525022413793097e-05,1.5915793093730097e-06,1689.0,0.03835161749999998,2.2706700710479565e-05,8.589728606159839e-07,9.0,0.00020683669999999998,2.2981855555555552e-05,9.745502793153272e-07
65,1626012.0,38.25178824740001,2.3524911407418893e-05,6.372191800071945e-06,4254.0,1.1107909140999996,3.6355444976367953e-06,0.09612727879999997,1.416642389112185e-06,0.0004720329682423973,2672.0,0.06020467459999998,2.2531689595808375e-05,1.649187295459653e-06,1573.0,0.03571886849999999,2.2707481563890647e-05,8.876066986622388e-07,10.0,0.00022637299999999996,2.2637299999999994e-05,3.3881317890172014e-21
66,2902731.0,67.12568827509996,2.3125011678691535e-05,6.602773130644602e-06,4195.0,1.1954327090999999,3.732758240096061e-06,0.09487912629999998,1.349159942274158e-06,0.0005080016795669641,2645.0,0.05975099829999998,2.259016948960302e-05,1.6730488899473863e-06,1546.0,0.03503757879999999,2.266337567917205e-05,3.8322278340953413e-07,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
67,1528469.0,36.04062050749998,2.3579556083571195e-05,6.8392217318862995e-06,4120.0,0.7606951463999999,3.845576623214707e-06,0.09343623099999998,1.5130971188164448e-06,0.0003232590250107601,2567.0,0.058152742899999985,2.2653970744059208e-05,1.6953372139844972e-06,1545.0,0.035102389699999986,2.2719993333333323e-05,1.152000988521391e-06,8.0,0.00018109839999999998,2.2637299999999998e-05,0.0
