FPM NO,ALL CTS,ALL DT,ALL AVG DT,ALL STD DT,GTI GOOD CTS,GTI DT,GTI DT STD,GTI GOOD CTS DT,GTI GOOD CTS STD,LC FRAC DT,LOWE CTS,LOWE DT,LOWE AVG DT,LOWE DT STD,MEDE CTS,MEDE DT,MEDE AVG DT,MEDE DT STD,HIGHE CTS,HIGHE DT,HIGHE AVG DT,HIGHE DT STD
26,426220.0,9.637359743199996,2.2611233032706105e-05,3.2875987988314515e-06,378366.0,9.44921152979999,3.254370690772857e-06,8.696941800399996,2.9511714636769442e-06,0.0032303758380135593,271794.0,6.2421064734,2.2966314463895448e-05,3.00226115122155e-06,106566.0,2.454687099199999,2.303443029859429e-05,2.815928028967561e-06,6.0,0.0001482278,2.470463333333333e-05,4.622697865484568e-06
27,457706.0,10.303979232399994,2.251222232699592e-05,3.4639051445612216e-06,398822.0,10.051703269299995,3.4284831614968772e-06,9.168767012999998,3.035739087565302e-06,0.0034363480243431387,287435.0,6.6001550656999965,2.2962252563883996e-05,3.0647420327780507e-06,111386.0,2.5685893099999983,2.3060252724758932e-05,2.9584275263710246e-06,1.0,2.2637299999999998e-05,2.2637299999999998e-05,0.0
30,426363.0,9.665888012899995,2.2670560092925498e-05,3.4144162705733196e-06,376565.0,9.445795778299997,3.3809075913635984e-06,8.682772401099996,3.077656819756347e-06,0.0032292081044858,270092.0,6.220614062599996,2.3031463585000652e-05,3.116116808181999e-06,106470.0,2.4620904265999988,2.3124733977646274e-05,2.9768605609571323e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
31,449259.0,10.219162851099998,2.2746707024455823e-05,3.423330937907602e-06,402679.0,10.000447150399998,3.398189444690083e-06,9.2837889949,3.1805666832743574e-06,0.0034188252365927826,289294.0,6.660124994599997,2.3021994906911296e-05,3.2233423641707776e-06,113380.0,2.623550813799999,2.3139449760098776e-05,3.067178392951682e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
32,450289.0,10.161272142699998,2.2566112302765554e-05,3.7036188189346944e-06,391735.0,9.904984725999995,3.6734370000765458e-06,9.029041224699995,3.3240224248718848e-06,0.003386189761320859,280381.0,6.451694070499998,2.301045388417902e-05,3.3986547466256763e-06,111349.0,2.577233967699999,2.314555108442823e-05,3.126208188048521e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
33,468065.0,10.641573628699994,2.2735247516263756e-05,3.576752413019199e-06,408930.0,10.3713890805,3.556392156630764e-06,9.445881675999994,3.286447764754636e-06,0.0035456381293428436,292615.0,6.753033745499997,2.3078221367667403e-05,3.3306691454977754e-06,116310.0,2.692734743999999,2.3151360536497283e-05,3.1719382006771225e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
34,457182.0,10.420823671999997,2.2793600080493102e-05,3.567754243960314e-06,410074.0,10.197098925999994,3.5474497327235975e-06,9.470391359799995,3.3479723673618476e-06,0.0034860540357785426,295629.0,6.820723613899998,2.307190300647094e-05,3.4045311386493578e-06,114441.0,2.6495771966999992,2.3152342226125247e-05,3.1965705974607423e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
35,452758.0,10.320173894799996,2.2794017764015206e-05,3.6652397880502456e-06,405708.0,10.0927248478,3.6531196512181013e-06,9.371081834799995,3.457812220324546e-06,0.0034503719580444513,292584.0,6.748901662999997,2.306654384040138e-05,3.505093611740417e-06,113121.0,2.6221122598999993,2.3179712519337693e-05,3.331070975987078e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
36,416456.0,9.490005804999994,2.2787535309852645e-05,3.7769776667853953e-06,368121.0,9.257893164099997,3.7586563062066843e-06,8.519194030899992,3.53927108551333e-06,0.0031649703569343796,263323.0,6.087448749899999,2.3117801141184018e-05,3.57628260617632e-06,104795.0,2.431677369099999,2.3204135398635422e-05,3.443792897149872e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
37,442164.0,10.039783335399992,2.270601707827863e-05,3.937569165561898e-06,386731.0,9.802844298099997,3.912105257218057e-06,8.961456790299998,3.6211347914244915e-06,0.0033512712954433675,277371.0,6.422659407499999,2.3155482755947808e-05,3.6523036534299054e-06,109353.0,2.538638921699999,2.3215082546432187e-05,3.540601612742425e-06,7.0,0.00015846109999999997,2.2637299999999994e-05,3.3881317890172014e-21
40,446897.0,10.139796477299994,2.268933664200027e-05,3.3380163745920895e-06,387178.0,9.877998273499996,3.307930750501488e-06,8.928414704999996,3.0025186279511028e-06,0.0033769639773668465,277139.0,6.386694009499998,2.3045092929901594e-05,3.0445282622894037e-06,110037.0,2.541675420899999,2.3098370738024473e-05,2.8936891225220875e-06,2.0,4.5274599999999995e-05,2.2637299999999998e-05,0.0
41,451110.0,10.127621641199998,2.245044809735984e-05,3.666416765924775e-06,388605.0,9.870998076099998,3.6244887198132245e-06,8.944402530699994,3.209672444417712e-06,0.00337457083922289,278942.0,6.408066411599996,2.297275566820341e-05,3.2704997744771867e-06,109659.0,2.536239988099999,2.3128425282922505e-05,3.04664809872278e-06,4.0,9.613099999999999e-05,2.4032749999999998e-05,2.4169902994219905e-06
42,432245.0,9.793176620499997,2.265654112945204e-05,3.592332274035801e-06,380701.0,9.568683136599997,3.55752315948441e-06,8.783746542899996,3.262159713211662e-06,0.0032712192661364524,273041.0,6.290790002699999,2.3039726644350113e-05,3.296602472209176e-06,107655.0,2.4928433536999988,2.315585299057172e-05,3.1716799718248444e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
43,463692.0,10.578144224199999,2.2812867645333538e-05,3.4645358093260927e-06,416849.0,10.339782448099998,3.4432299558138346e-06,9.629535610099996,3.240412914697608e-06,0.003534832857251733,300089.0,6.926150171499998,2.3080320076710568e-05,3.2490971028047146e-06,116751.0,2.7031817028999994,2.315339228700396e-05,3.217510013002681e-06,9.0,0.00020373569999999997,2.2637299999999998e-05,0.0
44,462890.0,10.497693740799994,2.2678592626325897e-05,3.6586762961888407e-06,410403.0,10.254030805199998,3.631839899559808e-06,9.457456778699997,3.388332176491559e-06,0.003505517180020832,294906.0,6.783408970799999,2.3001936111167622e-05,3.460304985275105e-06,115495.0,2.6740025332999986,2.315253935927961e-05,3.1946951558893685e-06,2.0,4.5274599999999995e-05,2.2637299999999998e-05,0.0
45,397703.0,9.090335590699993,2.2857095849666696e-05,3.62620151588036e-06,355910.0,8.872232337499998,3.617166032939779e-06,8.226623673799999,3.478959258383625e-06,0.0030331255557054094,254778.0,5.882725381399998,2.3089612844908107e-05,3.534339427955946e-06,101127.0,2.343785105899999,2.317665021112066e-05,3.3346360872110306e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
46,429158.0,9.806098797599994,2.2849623676128592e-05,3.6514931345842134e-06,384991.0,9.577964429599996,3.6379817999551795e-06,8.900319955099999,3.479523459919973e-06,0.003274392236130633,277085.0,6.395550465499997,2.3081547054153047e-05,3.47441606764922e-06,107903.0,2.504701577699999,2.3212529565443025e-05,3.4908836861190003e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
47,418794.0,9.466453089799996,2.2604080024546667e-05,3.940759419636494e-06,359962.0,9.2148196539,3.908720321930851e-06,8.33285215,3.541508704237532e-06,0.003150244935012171,258612.0,5.980222061799998,2.312430228218334e-05,3.550002513169797e-06,101347.0,2.3525845034999984,2.3213163719695684e-05,3.5200035563344556e-06,4.0,9.613099999999999e-05,2.4032749999999998e-05,2.4169902994219905e-06
50,438303.0,9.995728358700001,2.2805521200402464e-05,3.270554734278479e-06,396143.0,9.792684181699995,3.2516089403239136e-06,9.137388924299994,3.0620298722957212e-06,0.003347797884521571,285374.0,6.577074012599997,2.3047208269148545e-05,3.1032135361350765e-06,110765.0,2.5602243624999987,2.311401943303389e-05,2.952791669894449e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
51,430707.0,9.803806848499995,2.2762125641097068e-05,3.3624634902354403e-06,384797.0,9.5834318027,3.3411467177628803e-06,8.878013841899998,3.110891653972888e-06,0.0032762613518662644,276138.0,6.363785992199997,2.3045672787519273e-05,3.127822570906479e-06,108655.0,2.5141373004999994,2.313871704477474e-05,3.0664866807940495e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
52,448632.0,10.180711381399997,2.2692789148790093e-05,3.547223821801963e-06,398926.0,9.950008455099994,3.522187883481706e-06,9.194318632799996,3.268180566782753e-06,0.003401581899190058,286757.0,6.598445794499997,2.3010583157516632e-05,3.3125522515597947e-06,112163.0,2.595737014499999,2.3142542678958296e-05,3.1500037938198534e-06,6.0,0.00013582379999999998,2.2637299999999998e-05,0.0
53,432918.0,9.847979042999992,2.2747908479203894e-05,3.5174539530386666e-06,385274.0,9.637336795799996,3.49309094493886e-06,8.900006443999997,3.2422282922342074e-06,0.0032946897029206726,276549.0,6.3844327602999975,2.308608152732426e-05,3.279924948183098e-06,108721.0,2.5154831344999993,2.3137049277508478e-05,3.1440684282181736e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
54,430763.0,9.757975929099999,2.2652771777288205e-05,3.7354585597957758e-06,377460.0,9.5268345214,3.708094673600848e-06,8.715423140199997,3.4090473488981426e-06,0.0032569125956835726,269735.0,6.218023177099998,2.305234091645503e-05,3.4311626216397844e-06,107722.0,2.4973320511999986,2.3183119986632244e-05,3.3512554441555798e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
55,418737.0,9.576920943099998,2.2870968992709022e-05,3.575053528180306e-06,375634.0,9.351534061099997,3.5690622343679162e-06,8.677618228999998,3.4429313423139927e-06,0.00319698311166685,270843.0,6.250510493499997,2.3077984269484523e-05,3.4994043859243904e-06,104786.0,2.4269945489999993,2.3161439018571175e-05,3.291801303495835e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
56,452072.0,10.3142782736,2.281556538250544e-05,3.704243151225292e-06,402961.0,10.075659424599996,3.68777444631342e-06,9.318071170099998,3.501429995077774e-06,0.003444537848965941,290329.0,6.707365318499996,2.3102636383206626e-05,3.561405316877181e-06,112628.0,2.610615302399999,2.3179096693539785e-05,3.341301327974272e-06,4.0,9.054919999999999e-05,2.2637299999999998e-05,0.0
57,453537.0,10.310473656699996,2.2733478540229345e-05,3.833560767306026e-06,400249.0,10.0613982357,3.8060116394921143e-06,9.258381261499997,3.5496240610061353e-06,0.0034396624157196215,285675.0,6.600731851699999,2.3105738519996496e-05,3.580035286702488e-06,114569.0,2.6575362232999993,2.319594500519337e-05,3.4718759606102836e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
60,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,-0.01,-0.01
61,428563.0,9.729948470899998,2.270365960407221e-05,3.1299877251880607e-06,382398.0,9.510924220699994,3.1063382934501926e-06,8.791679210999995,2.8722435782268813e-06,0.003251473385142594,276478.0,6.349397352199997,2.2965289651256147e-05,2.9071232312375345e-06,105918.0,2.442236584199999,2.305780494533506e-05,2.7780492219928777e-06,2.0,4.5274599999999995e-05,2.2637299999999998e-05,0.0
62,465937.0,10.449743287899999,2.242737384646422e-05,3.43067372072942e-06,409938.0,10.201489941999998,3.3964374656297644e-06,9.363742387999997,3.0758226799115223e-06,0.003487555180286316,293380.0,6.678459346999999,2.276385352443929e-05,3.2036933820725774e-06,116551.0,2.6851245798999988,2.3038194266029453e-05,2.7177518823030025e-06,7.0,0.00015846109999999997,2.2637299999999994e-05,3.3881317890172014e-21
63,448687.0,10.198228000099999,2.2729047197935307e-05,3.198759056925186e-06,404247.0,9.980828673899996,3.1802586379867557e-06,9.288976967899996,2.996966707784485e-06,0.0034121183222365556,289512.0,6.643612169599997,2.294762279145596e-05,3.064846986939777e-06,114730.0,2.6452516117999987,2.3056320158633302e-05,2.816984752371899e-06,5.0,0.00011318649999999999,2.2637299999999998e-05,0.0
64,435964.0,9.7836655434,2.244145283417897e-05,3.599780155582165e-06,372820.0,9.533634704299995,3.554128082244993e-06,8.591422832999996,3.074929324346177e-06,0.0032592373554230433,267360.0,6.155863942199999,2.3024625756283658e-05,3.09465666401753e-06,105457.0,2.4354909788999985,2.3094635528224762e-05,3.0238014901672258e-06,3.0,6.791189999999999e-05,2.2637299999999998e-05,0.0
65,433238.0,9.836752182599996,2.2705192486808628e-05,3.4171738253729133e-06,386568.0,9.617117035399996,3.3958892821077564e-06,8.899396787399994,3.170553444760114e-06,0.003287777229298869,277973.0,6.391538391699996,2.299337846373567e-05,3.228886356554492e-06,108589.0,2.5076983840999985,2.3093484460672798e-05,3.0145467907891863e-06,6.0,0.00016001159999999998,2.6668599999999997e-05,5.924452181425725e-06
66,434579.0,9.8647445995,2.2699542774731407e-05,3.4924620251814313e-06,385472.0,9.636102287699998,3.4701570622927326e-06,8.888953239599996,3.2017805366736844e-06,0.003294267665047408,275927.0,6.355145675899997,2.3031981922392503e-05,3.1929661831707792e-06,109539.0,2.5336717398999995,2.313031650736267e-05,3.2228888378124725e-06,6.0,0.00013582379999999998,2.2637299999999998e-05,0.0
67,422013.0,9.5073897009,2.2528665469784104e-05,3.693051432694927e-06,362567.0,9.242559959499996,3.6572541635860663e-06,8.365442729699994,3.2373568632693205e-06,0.0031597284366426228,259661.0,5.986068377099996,2.3053397996233536e-05,3.2488064372386647e-06,102904.0,2.3793290779999996,2.3121832756744145e-05,3.207792560272106e-06,2.0,4.5274599999999995e-05,2.2637299999999998e-05,0.0
