FPM NO,ALL CTS,ALL DT,ALL AVG DT,ALL STD DT,GTI GOOD CTS,GTI DT,GTI DT STD,GTI GOOD CTS DT,GTI GOOD CTS STD,LC FRAC DT,LOWE CTS,LOWE DT,LOWE AVG DT,LOWE DT STD,MEDE CTS,MEDE DT,MEDE AVG DT,MEDE DT STD,HIGHE CTS,HIGHE DT,HIGHE AVG DT,HIGHE DT STD
32,937857.0,20.791561542499995,2.216922360498455e-05,3.2782659633982155e-06,573898.0,15.207352065499993,3.231276153481245e-06,13.094910242399996,2.648542568308421e-06,0.00199970545687905,428325.0,9.751659812299998,2.2766963899608936e-05,2.707503803050605e-06,145456.0,3.3405789185999986,2.296625040287096e-05,2.461437863141539e-06,117.0,0.002671511499999999,2.2833431623931617e-05,1.639190216829227e-06
33,996488.0,22.256301216799994,2.2334740826582954e-05,3.1722412876214764e-06,602267.0,16.290363601399992,3.1263373143761157e-06,13.785091439699993,2.6147807389554906e-06,0.0021421171054602246,451634.0,10.326398221999996,2.286452796290801e-05,2.66209093497569e-06,150508.0,3.4557680443999987,2.296069341430355e-05,2.4644486245134517e-06,125.0,0.002925173299999999,2.340138639999999e-05,3.9507361168743035e-06
34,955028.0,21.365501754799975,2.237159722521222e-05,3.1958473673586426e-06,600137.0,15.668890330799996,3.1491248141971042e-06,13.735190147699994,2.687771966063918e-06,0.00206039587712471,453045.0,10.353596782899997,2.2853351836793247e-05,2.7079285773558438e-06,146991.0,3.3793026560999984,2.298986098536644e-05,2.6229200326950097e-06,101.0,0.002290708699999999,2.2680284158415832e-05,3.055524063337926e-07
35,942415.0,21.111928333299996,2.2401944295559808e-05,3.195863459433576e-06,597558.0,15.530896761099996,3.1612365675496262e-06,13.669800911199994,2.7513732918695706e-06,0.0020422502793142057,449709.0,10.272697274699992,2.284298796488394e-05,2.8091823570147663e-06,147744.0,3.3946820655999987,2.2976784611219398e-05,2.5646915520185187e-06,105.0,0.002421570899999999,2.306257999999999e-05,2.86881637548775e-06
36,871480.0,19.457108522599988,2.2326511821958035e-05,3.2959681355874796e-06,536647.0,14.231203780499998,3.2432311893596067e-06,12.292759377499998,2.7364893105661923e-06,0.0018713458947521215,401823.0,9.193245996899995,2.2878844657722417e-05,2.765403874000819e-06,134742.0,3.0976552613999986,2.298953007525492e-05,2.647503812605187e-06,82.0,0.0018581191999999993,2.265999024390243e-05,2.0421219512195125e-07
37,928225.0,20.628429716299987,2.222352308578199e-05,3.44850095659298e-06,564826.0,15.117267705399993,3.4096601452273e-06,12.956252748599995,2.7960111114949783e-06,0.001987859726886377,422382.0,9.6805479904,2.2918940651827016e-05,2.8149309149568343e-06,142335.0,3.2732348116999987,2.299669660800224e-05,2.7393486454547135e-06,109.0,0.002469946499999999,2.2660059633027513e-05,1.8646932754109144e-07
40,962791.0,21.435964227299987,2.2264400297987817e-05,3.105988890856647e-06,575780.0,15.710868257699994,3.0580376476692e-06,13.177844006599994,2.4475853950817066e-06,0.0020659158051916635,430263.0,9.838317877499998,2.2865823641586654e-05,2.4768137046585193e-06,145394.0,3.336711351399999,2.29494432466264e-05,2.357889880686592e-06,123.0,0.0028147776999999986,2.2884371544715434e-05,2.415318828910142e-06
41,973623.0,21.3130455489,2.189044994715614e-05,3.487297780894635e-06,574084.0,15.592074839599997,3.4302296813320257e-06,13.100108758799998,2.6286436347582654e-06,0.0020502949498716373,429711.0,9.785832212099997,2.277305494180972e-05,2.6956862766811242e-06,144262.0,3.311719772199999,2.295628628606285e-05,2.4128636004454617e-06,111.0,0.002556774499999999,2.3034004504504493e-05,2.4819071630533946e-06
42,929075.0,20.558631788099998,2.212806478282162e-05,3.3140353011881984e-06,564715.0,15.065443173200004,3.259523021820052e-06,12.907595267699998,2.595829382002449e-06,0.0019810450099393266,422827.0,9.651302149299998,2.2825652451948428e-05,2.6534268063219135e-06,141786.0,3.2539022473999992,2.2949390259969245e-05,2.4116203831173944e-06,102.0,0.0023908709999999993,2.3439911764705874e-05,4.398860115612266e-06
43,963890.0,21.641352450200003,2.2452097698077585e-05,3.0200211550702077e-06,615079.0,15.911518152599998,2.985687546099851e-06,14.087035189499993,2.55625473961236e-06,0.0020923004570380568,461521.0,10.561265171099993,2.2883606967180243e-05,2.5850047547227143e-06,153448.0,3.5232699921999995,2.2960677181846616e-05,2.4677398761546995e-06,110.0,0.002500026199999999,2.27275109090909e-05,6.836862155517966e-07
44,963139.0,21.449339460499996,2.227024288342596e-05,3.2611093066229378e-06,599738.0,15.723774619699993,3.217679230648149e-06,13.686904786799992,2.7342694835781383e-06,0.0020676129397361057,450549.0,10.260823545700001,2.2774045765721378e-05,2.795565580563171e-06,149069.0,3.4232680138999982,2.296431863029871e-05,2.5322631322928764e-06,120.0,0.002813227199999999,2.344355999999999e-05,4.716239390983739e-06
45,824683.0,18.51992399249999,2.2457021658625182e-05,3.1313654367848283e-06,518285.0,13.563785473699992,3.0883564322493905e-06,11.860175459299997,2.7251229651215523e-06,0.001783583079478267,386010.0,8.821736583799995,2.2853647790989855e-05,2.7770597889521005e-06,132147.0,3.035512151699999,2.297072314694998e-05,2.5657665427429394e-06,128.0,0.002926723799999999,2.2865029687499992e-05,2.3563915919777976e-06
46,880600.0,19.79961149179999,2.248422835771064e-05,3.1264153988565887e-06,559171.0,14.533012016599994,3.0979754417956604e-06,12.802048391299996,2.755600212405172e-06,0.0019110324604382932,418884.0,9.5760784014,2.2860931430658606e-05,2.778313442547894e-06,140200.0,3.224045199199999,2.2996042790299564e-05,2.6876084312362206e-06,88.0,0.001992702599999999,2.264434772727272e-05,6.573682373551927e-08
47,896334.0,19.758180271199993,2.2043323438807403e-05,3.5883425274762085e-06,528096.0,14.432990191899995,3.5431783700093207e-06,12.109487486599994,2.798592248952897e-06,0.0018978799939340589,396014.0,9.071572369999997,2.290720118480659e-05,2.816586407767357e-06,131987.0,3.035742866099999,2.3000317198663498e-05,2.7433579074612596e-06,95.0,0.0021722504999999986,2.286579473684209e-05,1.69801709044579e-06
50,907455.0,20.4027798695,2.2483516945192878e-05,2.9011850512976185e-06,584289.0,15.048338677399988,2.8737843191717993e-06,13.370279352499997,2.495902981483005e-06,0.001978795837733598,439208.0,10.040112041399997,2.285958370840239e-05,2.5309026370824133e-06,144997.0,3.328241590099999,2.295386518410725e-05,2.3858057649601926e-06,84.0,0.0019257209999999992,2.292524999999999e-05,1.5882749617640733e-06
51,904768.0,20.26928957199999,2.2402748076855053e-05,3.010740995844391e-06,571302.0,14.895426196699992,2.9757519801284655e-06,13.073587766399996,2.5148916657889934e-06,0.001958688463302884,427123.0,9.764110947499997,2.2860185350589872e-05,2.539990981517646e-06,144079.0,3.3071920020999985,2.2954018296212484e-05,2.4378906660606986e-06,100.0,0.002284816799999999,2.2848167999999988e-05,2.0981101088779875e-06
52,950244.0,21.076197680999993,2.2179774543169957e-05,3.253924812837021e-06,586109.0,15.454886909699992,3.1861467033751958e-06,13.377634924499997,2.5900708333423707e-06,0.0020322552904452375,439594.0,10.015305901999994,2.2783081438782135e-05,2.6478372393795143e-06,146381.0,3.359272056699999,2.294882571303652e-05,2.404959474049216e-06,134.0,0.003056965799999999,2.2813177611940292e-05,1.2849842853816854e-06
53,908921.0,20.31583961329999,2.23516010888735e-05,3.1386070608767254e-06,568611.0,14.940412403699996,3.09102248443581e-06,13.0262066571,2.5709251122855626e-06,0.001964603968068917,428532.0,9.809432992799996,2.289078293523003e-05,2.591275725288045e-06,139995.0,3.214797086899999,2.296365646558805e-05,2.502946393855233e-06,84.0,0.001976577399999999,2.353068333333332e-05,6.200782509467836e-06
54,917011.0,20.355913216099996,2.219811236299237e-05,3.310611576363562e-06,562360.0,14.946619985499995,3.2710912189929026e-06,12.859022133999995,2.685512476709522e-06,0.0019654202400369762,420777.0,9.606113136899996,2.2829463437640356e-05,2.719897306465621e-06,141478.0,3.250520296799999,2.297544704335656e-05,2.5783910020277835e-06,105.0,0.002388700299999999,2.2749526666666657e-05,8.065141845966232e-07
55,865991.0,19.501573451499997,2.251937196980107e-05,3.074254526269818e-06,549043.0,14.310523949399999,3.0471540011660787e-06,12.565579155499995,2.749900606813514e-06,0.0018817761770199822,413407.0,9.448531480499994,2.2855276955881237e-05,2.7941120859516565e-06,135534.0,3.114722545199999,2.2981115773163922e-05,2.6091167650381396e-06,103.0,0.0023477670999999985,2.279385533980581e-05,8.801488973467008e-07
56,945014.0,21.158358055799983,2.2389465188663854e-05,3.205153527737441e-06,592197.0,15.539801902799994,3.15347113554933e-06,13.555147328099999,2.7069953908551874e-06,0.002043421269528351,444639.0,10.164424619299995,2.2859948450990566e-05,2.737393968491362e-06,147469.0,3.388707368899998,2.2979116756063972e-05,2.6119979704528198e-06,89.0,0.002015339899999999,2.2644268539325832e-05,6.537069335376397e-08
57,955903.0,21.230101241299995,2.220947234321892e-05,3.4182540986464743e-06,585148.0,15.570502112899998,3.3713300784854336e-06,13.401380831999996,2.774409343585974e-06,0.0020474582233254283,438680.0,10.033459776199996,2.2871933473602617e-05,2.8062434045864685e-06,146364.0,3.3655301847999977,2.299424848186711e-05,2.6749546599049935e-06,104.0,0.0023908709999999993,2.2989144230769224e-05,2.2961650232099765e-06
60,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
61,895177.0,20.004323076499986,2.234677954918411e-05,2.8754446078077825e-06,560313.0,14.679696138799992,2.8265026969207502e-06,12.788320264299998,2.3245086873565143e-06,0.0019303208308487012,424142.0,9.669740385199999,2.279835617599766e-05,2.375084990279905e-06,136102.0,3.117016664999999,2.2902063636096452e-05,2.1580528032226237e-06,69.0,0.0015632140999999994,2.2655276811594194e-05,1.4824058602945381e-07
62,981868.0,21.573882752799992,2.197228421009748e-05,3.26178879847344e-06,603761.0,15.860922546699996,3.2076475571975535e-06,13.666242513699991,2.6208630343350288e-06,0.0020856473389425094,450109.0,10.147554559099996,2.254466042469712e-05,2.7561071785363995e-06,153555.0,3.5164611264999985,2.2900336208524624e-05,2.1550322184759583e-06,97.0,0.0022268280999999993,2.295699072164948e-05,2.210503569632317e-06
63,933017.0,20.9019317143,2.2402519690745187e-05,2.89076523863681e-06,596480.0,15.401883377299994,2.855210864051818e-06,13.603811631199992,2.462337219744133e-06,0.0020252855397274515,445757.0,10.1482758517,2.276638583735084e-05,2.508844243077431e-06,150617.0,3.4530853692999983,2.2926265755525595e-05,2.314614140971544e-06,107.0,0.0024730474999999992,2.3112593457943918e-05,3.031926919731529e-06
64,949865.0,20.799359317099995,2.1897174142746597e-05,3.38286035402555e-06,557335.0,15.229498787299992,3.3166114573474797e-06,12.7382496577,2.4029736117485097e-06,0.002002617661465666,415270.0,9.481422857199995,2.2831947545452344e-05,2.423890439181767e-06,141971.0,3.2547416880999993,2.2925398060871583e-05,2.3446192744447594e-06,95.0,0.002164187899999999,2.2780925263157886e-05,1.3924985904532922e-06
65,921177.0,20.545139957299995,2.230314039245443e-05,3.0854498985065537e-06,578457.0,15.119086751999996,3.0380771228652776e-06,13.207204584699998,2.533306171356122e-06,0.0019880989241770476,434379.0,9.900532620299995,2.2792383196010843e-05,2.5559341186383747e-06,143971.0,3.304138137299999,2.2950025611407847e-05,2.4572114477455017e-06,107.0,0.002533827099999999,2.3680627102803727e-05,4.9037333014635165e-06
66,922555.0,20.544592940899996,2.2269233748556992e-05,3.1586771122914152e-06,573080.0,15.093524898899998,3.106156285548046e-06,13.108981960199992,2.527777675458575e-06,0.001984737643599611,427621.0,9.7719744633,2.285195175938506e-05,2.5511599946698724e-06,145336.0,3.334191478799998,2.2941263546540415e-05,2.4566895239073526e-06,123.0,0.0028160180999999987,2.2894456097560966e-05,2.2728197309629937e-06
67,890180.0,19.623835648199993,2.204479503943022e-05,3.3945607839610103e-06,526508.0,14.297196161499993,3.332191654808455e-06,12.051168840199994,2.558092797524835e-06,0.001880023626669535,394865.0,9.030976868899996,2.28710492672179e-05,2.586900594146932e-06,131550.0,3.018051971199999,2.2942242274420366e-05,2.4692462400723565e-06,93.0,0.002140000099999999,2.301075376344085e-05,1.9124279545673266e-06
