FPM NO,ALL CTS,ALL DT,ALL AVG DT,ALL STD DT,GTI GOOD CTS,GTI DT,GTI DT STD,GTI GOOD CTS DT,GTI GOOD CTS STD,LC FRAC DT,LOWE CTS,LOWE DT,LOWE AVG DT,LOWE DT STD,MEDE CTS,MEDE DT,MEDE AVG DT,MEDE DT STD,HIGHE CTS,HIGHE DT,HIGHE AVG DT,HIGHE DT STD
0,1657944.0,37.814843703,2.2808275613048452e-05,3.27553311591197e-06,1319981.0,33.88076625499997,3.2603677836904863e-06,30.415502018299993,3.0996748867848835e-06,0.0029388429023132945,951047.0,21.883919182299987,2.3010344580551736e-05,3.137649437547691e-06,368890.0,8.530567568599995,2.3124962911979167e-05,2.9980565078389565e-06,44.0,0.0010152674,2.307425909090909e-05,2.3637955397582496e-06
1,1932087.0,44.077678810900004,2.2813506229740174e-05,3.314105097279055e-06,1582593.0,39.602611756399966,3.288977181634186e-06,36.51286125409998,3.0982533352895526e-06,0.0034351600432351312,1145086.0,26.39384395759998,2.3049660861804248e-05,3.1160077108114103e-06,437452.0,10.117772244999996,2.312887412790431e-05,3.050739756599158e-06,55.0,0.0012450514999999994,2.2637299999999987e-05,1.0164395367051604e-20
2,1882568.0,42.64839907159997,2.2654373744587162e-05,3.5504506792141346e-06,1504525.0,38.2482335711,3.5106171129413252e-06,34.72198723909999,3.1786597501277635e-06,0.0033176802705830186,1088912.0,25.103840981799987,2.3054058529798538e-05,3.201117777556403e-06,415561.0,9.616949891499992,2.314208958853211e-05,3.118253116630267e-06,52.0,0.0011963657999999996,2.300703461538461e-05,2.1800836380290044e-06
3,1854553.0,42.42477386769997,2.287601048214851e-05,3.4179764633039777e-06,1529108.0,38.108070541799975,3.4045280872046594e-06,35.26477046399998,3.301478497584271e-06,0.0033055224250158654,1105493.0,25.458345131099993,2.3028951907519985e-05,3.342749123060322e-06,423557.0,9.805001353699994,2.314918972818297e-05,3.1889338003508032e-06,58.0,0.0014239791999999998,2.4551365517241375e-05,6.337691548776388e-06
4,1898140.0,42.838606349,2.2568728517917543e-05,3.7494946441096754e-06,1519492.0,38.43247204369998,3.718270640538529e-06,34.89950181339999,3.4479816027730906e-06,0.0033336612529332506,1097488.0,25.126011891399994,2.2894110816154706e-05,3.5220416207016212e-06,421940.0,9.7719722926,2.3159625284637625e-05,3.239369038252633e-06,64.0,0.0015176293999999996,2.3712959374999994e-05,4.593305138824289e-06
5,1881059.0,42.57274614529999,2.2632328994093215e-05,3.773281028046365e-06,1494087.0,38.118868533899985,3.7401771304727545e-06,34.50885861009998,3.4116173434718117e-06,0.003306459050893908,1083766.0,25.002838310799994,2.3070329121600044e-05,3.4512240275582156e-06,410279.0,9.505069532699995,2.3167331334774616e-05,3.3038568746641406e-06,42.0,0.0009507666,2.26373e-05,3.3881317890172014e-21
6,1812019.0,41.35253923709999,2.2821250349527235e-05,3.6807058139184446e-06,1484232.0,37.107787173800006,3.6644710803294394e-06,34.22783823759999,3.5303736859564673e-06,0.0032187571005771087,1069761.0,24.625474829899993,2.3019604219914534e-05,3.60366362059984e-06,414427.0,9.601346279699998,2.3167762427882347e-05,3.3314444773783174e-06,44.0,0.001017128,2.3116545454545453e-05,2.8722925819135675e-06
7,1926230.0,44.09754412699998,2.289318727618196e-05,3.6895097285416197e-06,1589573.0,39.61715947769997,3.6683870737947968e-06,36.776025138299985,3.525006900955367e-06,0.0034364219234171074,1157838.0,26.754050535799998,2.3106903155536437e-05,3.5213805495593225e-06,431696.0,10.021071901399996,2.3213260955394527e-05,3.5335897678328686e-06,39.0,0.0009027011000000003,2.3146182051282058e-05,3.03793088212185e-06
10,1967299.0,44.50644291729997,2.26231207952121e-05,3.2145839332604734e-06,1500072.0,40.03770903509999,3.1868910731158284e-06,34.42347040440001,2.909089954486917e-06,0.003472900705288035,1088457.0,24.931444918099984,2.2905309918627916e-05,2.9514522283395547e-06,411567.0,9.490911607099996,2.306042906039599e-05,2.7906937706262427e-06,48.0,0.0011138792,2.3205816666666667e-05,3.897553901238001e-06
11,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
12,1956334.0,44.21766694379998,2.2602309699570718e-05,3.3367791549837694e-06,1568823.0,39.72696278670001,3.299856211097424e-06,36.110799858699984,2.945146853323742e-06,0.0034459463442308674,1136055.0,26.125161223699973,2.2996387695754144e-05,2.9780533978965007e-06,432719.0,9.984521964899997,2.3073916247957674e-05,2.856338304540952e-06,49.0,0.0011166700999999998,2.278918571428571e-05,1.052295096346989e-06
13,1889776.0,43.069377187199954,2.2790731381497043e-05,3.2099594188840438e-06,1505629.0,38.60612525279996,3.185465442223366e-06,34.667257690099966,3.005251858904462e-06,0.003348724061642664,1086265.0,24.9881268567,2.300371166952815e-05,3.034258241071379e-06,419325.0,9.6782479787,2.3080541295415252e-05,2.928188761264864e-06,39.0,0.0008828547000000002,2.2637300000000004e-05,6.776263578034403e-21
14,1939506.0,43.80758760280001,2.2586982253625415e-05,3.4761500153263054e-06,1544719.0,39.28706298929998,3.4376352913240885e-06,35.56921579049999,3.0843447463907737e-06,0.00340778910812859,1118611.0,25.730992493499993,2.300262780671743e-05,3.123884115521671e-06,426068.0,9.837302299999996,2.3088573420205216e-05,2.977198993010861e-06,40.0,0.0009209969999999999,2.3024925e-05,2.42071734912918e-06
15,1890493.0,42.66361226749998,2.2567453181524597e-05,3.594426565880554e-06,1500517.0,38.210254073599984,3.559701933962728e-06,34.5489012029,3.2056590572979914e-06,0.0033143859006794195,1082609.0,24.8918519703,2.2992467243760212e-05,3.2500841862229594e-06,417859.0,9.655935043299998,2.3108117913698157e-05,3.0862095680986935e-06,49.0,0.0011141893,2.273855714285714e-05,7.015300642313263e-07
16,1906210.0,43.47971639199996,2.280951017568891e-05,3.4358830832843817e-06,1559636.0,39.092126376799975,3.4117007548089472e-06,35.9817514336,3.223666636428243e-06,0.00339088016115452,1128478.0,26.01431814939999,2.305257005400193e-05,3.2506199580675204e-06,431119.0,9.9665181791,2.311778923939794e-05,3.1515441956186607e-06,39.0,0.0009151051000000002,2.3464233333333338e-05,3.1036492956562214e-06
17,1728684.0,39.508983263399976,2.2854948193770508e-05,3.4759793523553586e-06,1412876.0,35.47674645129999,3.4540508830540605e-06,32.60971100939998,3.315283070832738e-06,0.003077279413365836,1021018.0,23.544041082800003,2.305937905384626e-05,3.3429479190308545e-06,391818.0,9.064716058999995,2.3135016918569323e-05,3.2412241219305814e-06,40.0,0.0009538675999999999,2.384669e-05,4.949860455396699e-06
20,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
21,1944999.0,43.830093730499954,2.253476414666535e-05,3.0741749696332082e-06,1554799.0,39.39395290879997,3.0336351866983787e-06,35.673492497299996,2.636626709852222e-06,0.0034170608193669688,1134385.0,26.004104385699993,2.2923526303415502e-05,2.6631421199480335e-06,420369.0,9.668400443099998,2.2999794093046816e-05,2.5640114484007588e-06,46.0,0.0010605419999999998,2.3055260869565213e-05,2.8037667488482487e-06
22,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
23,2001806.0,45.309699598799995,2.263441092633352e-05,3.0368680467985175e-06,1632923.0,40.70326271059994,3.0064216607586064e-06,37.426248400099986,2.7451872933258052e-06,0.0035306313268634224,1182409.0,27.063855010499992,2.2888742398357923e-05,2.7962382181320003e-06,450473.0,10.361434870499997,2.3001233970737416e-05,2.604505697771188e-06,41.0,0.0009585190999999999,2.337851463414634e-05,4.139447915678505e-06
24,1836384.0,41.537627073599964,2.261924906424798e-05,3.1400765978658997e-06,1481688.0,37.19385946009998,3.113807856699312e-06,33.95480325019999,2.865178778306534e-06,0.003226223074804927,1068476.0,24.441484127200003,2.2875089498687853e-05,2.915104594896419e-06,413159.0,9.512042441299995,2.3022716293969137e-05,2.7284699773647845e-06,53.0,0.0012766816999999996,2.4088333962264144e-05,5.258354515810142e-06
25,1961975.0,44.170375763499976,2.2513220486244716e-05,3.3292273428536492e-06,1567590.0,39.619300098,3.2903335596136114e-06,35.97632902499998,2.9107786492819833e-06,0.0034366076024164526,1139862.0,26.119526396599994,2.2914639137544716e-05,2.9345696302228543e-06,427683.0,9.855707045099996,2.3044420856335172e-05,2.8429404466846867e-06,45.0,0.0010955832999999997,2.4346295555555548e-05,8.784736982591659e-06
